trips
2
7
1
5
7
3
1
1
1
6
2
2
1
1
1
1
4
3
2
16
2
5
1
1
1
1
1
1
8
10
1
2
2
19
1
27
1
9
2
1
6
4
2
8
1
6
1
4
1
3
3
5
2
9
2
20
9
1
8
1
2
5
1
9
3
2
1
3
1
7
1
1
5
6
1
9
7
7
1
2
2
4
2
3
14
15
4
1
1
1
7
2
24
3
2
23
2
1
3
6
4
2
1
5
1
1
1
1
13
26
2
31
1
11
20
12
2
1
1
3
4
1
2
1
3
2
4
7
1
1
38
1
1
1
6
1
3
2
1
1
32
1
2
1
38
3
12
11
8
2
1
1
1
1
3
38
1
1
1
1
2
1
2
14
5
1
32
1
53
12
3
4
5
18
3
1
1
2
3
1
2
3
3
5
1
4
1
1
1
1
9
1
1
6
2
1
2
1
1
33
5
2
44
2
1
2
12
7
1
2
2
19
16
23
26
24
1
3
3
2
2
5
7
1
1
1
4
3
3
7
2
1
5
1
4
2
1
2
2
2
1
1
13
1
1
17
14
3
18
3
1
1
1
1
17
1
1
12
1
11
2
15
20
6
2
4
2
2
5
7
5
1
2
2
1
1
1
2
1
1
2
7
1
2
13
1
2
1
3
1
11
5
12
3
1
1
1
1
2
11
6
7
1
3
7
1
14
1
1
22
7
10
2
1
1
37
1
1
4
2
1
5
9
2
1
4
3
2
15
1
6
5
7
4
2
1
2
2
6
2
1
1
2
2
1
12
9
20
9
6
1
1
2
30
11
15
6
6
2
1
3
17
3
2
2
4
33
6
20
2
1
7
2
1
1
4
42
2
4
2
30
3
1
1
15
3
2
2
2
14
1
22
1
2
19
7
1
36
6
13
3
17
8
1
9
1
6
2
1
13
1
2
1
1
1
6
1
17
4
4
2
10
10
1
2
22
1
1
1
4
1
1
3
1
8
1
21
3
1
6
11
1
1
2
21
12
3
5
9
1
7
2
3
1
1
8
12
4
5
1
1
1
1
2
1
5
31
11
1
12
6
1
11
1
3
7
20
1
6
8
1
1
9
1
1
1
1
3
3
11
2
1
19
1
1
1
21
1
5
4
4
3
2
1
3
21
7
3
2
2
2
1
1
15
3
1
3
1
2
1
5
3
1
3
1
1
23
2
1
1
4
6
2
5
1
1
1
2
21
1
1
7
1
2
1
1
3
2
1
8
1
2
15
1
5
17
4
3
1
2
1
1
24
2
22
1
1
5
13
1
1
2
1
5
4
1
1
14
11
2
13
1
3
1
1
12
13
1
7
4
2
8
11
1
5
14
12
1
28
2
1
4
6
1
4
2
1
1
3
2
2
1
1
6
4
1
28
2
1
1
5
3
2
3
1
1
3
12
1
1
12
10
2
1
1
1
5
1
6
2
3
4
1
2
2
3
8
1
3
32
3
5
1
1
2
1
2
18
10
18
1
6
2
2
1
4
1
1
1
1
2
24
8
2
1
22
1
1
15
1
6
11
6
2
15
1
5
6
14
9
2
3
1
2
5
1
11
5
4
3
8
4
1
9
2
2
14
1
1
5
15
1
1
1
17
11
2
5
24
3
1
1
4
1
2
2
3
1
5
2
2
4
4
1
1
2
20
3
7
5
2
2
3
1
1
1
1
7
1
7
1
1
2
6
1
1
16
2
2
2
9
1
1
1
2
3
2
2
1
14
3
1
2
4
16
1
2
1
20
8
2
1
6
1
17
3
6
1
3
26
2
6
2
2
1
17
6
6
1
3
1
1
6
1
4
1
1
5
1
4
1
1
8
18
2
7
1
7
2
1
2
2
2
4
11
3
3
1
37
1
1
36
22
2
3
15
2
2
3
1
2
1
24
2
11
15
1
5
2
1
1
1
26
1
15
1
2
7
11
29
3
2
1
1
1
1
2
1
1
2
3
7
1
11
1
1
3
1
1
6
7
5
3
1
10
3
1
1
1
4
3
17
17
13
9
6
4
1
8
3
1
18
1
1
2
1
1
6
1
2
2
10
1
1
14
1
1
21
1
1
1
9
17
4
14
4
3
5
5
1
4
7
2
1
3
8
21
1
1
1
1
2
4
28
1
1
3
1
4
1
1
14
6
1
1
3
11
6
3
4
2
23
15
20
5
3
1
3
1
2
3
13
13
3
25
3
1
2
3
7
2
1
6
9
3
8
1
14
2
2
1
3
11
7
1
3
3
1
3
1
24
4
24
6
4
5
2
1
5
3
6
1
2
1
1
1
1
9
7
6
16
8
2
19
2
4
12
1
8
24
7
3
2
1
1
5
23
9
1
1
1
17
4
2
1
1
2
1
4
7
1
38
7
1
2
24
5
1
1
4
1
26
1
1
6
1
1
3
1
2
23
1
1
1
5
1
5
4
1
1
22
2
5
2
3
14
2
1
3
9
2
1
17
14
4
4
19
31
4
9
16
9
3
1
1
1
12
1
10
9
1
8
1
1
6
4
20
8
1
1
18
1
23
1
2
3
4
10
1
19
1
1
2
1
1
11
1
1
1
7
1
2
1
2
18
9
43
2
19
14
3
1
26
1
3
4
4
26
23
1
1
1
1
14
11
20
1
2
2
1
2
3
37
2
4
3
1
17
3
2
3
3
7
1
2
3
1
5
3
11
4
1
1
2
1
4
1
7
2
14
2
1
1
10
3
3
6
2
1
1
1
4
4
8
1
1
17
23
2
2
1
3
40
27
3
1
1
2
15
7
19
25
4
1
1
4
3
1
1
2
2
1
1
1
1
1
1
1
1
4
3
1
3
15
1
5
23
9
8
5
13
3
2
2
1
2
1
3
1
27
26
2
9
1
12
13
2
1
1
2
1
4
10
1
2
1
32
2
34
7
3
1
1
8
1
14
9
26
1
1
1
1
2
5
1
1
1
1
1
13
3
1
1
13
29
3
23
1
15
1
2
1
13
3
12
2
10
6
2
1
43
1
1
2
2
19
17
1
1
1
47
2
6
1
11
5
5
4
4
3
1
3
1
7
2
1
3
27
10
1
2
36
1
2
2
1
14
1
1
8
9
3
2
1
10
4
1
5
4
1
10
21
15
5
1
1
1
6
1
1
1
11
11
4
1
5
2
3
2
5
1
1
7
23
2
2
2
18
7
8
9
1
2
10
2
9
3
2
1
17
3
1
1
1
4
10
54
1
2
1
4
1
1
5
4
1
2
10
1
6
1
1
2
2
1
10
1
2
1
5
2
1
2
2
21
2
24
1
1
3
1
1
3
1
26
14
6
2
32
4
3
1
1
4
55
19
1
12
7
2
5
1
2
3
7
1
6
1
2
1
3
1
1
1
4
6
2
2
2
29
1
1
7
1
2
11
1
25
1
1
4
32
3
74
22
10
8
1
21
1
29
1
2
1
14
1
2
4
5
1
2
2
2
1
5
1
4
23
2
1
1
1
8
2
2
10
1
3
2
2
1
2
10
1
45
1
1
10
44
1
6
3
8
7
3
5
4
12
11
3
3
1
2
2
1
11
36
4
4
3
1
1
27
1
1
2
1
1
4
1
3
3
4
1
9
1
1
4
5
4
11
4
2
20
26
6
5
1
23
1
13
5
8
2
6
5
1
15
15
2
12
7
2
7
4
4
4
11
29
1
29
1
19
3
12
1
1
2
7
5
3
1
1
7
14
4
3
5
2
1
2
16
4
1
9
6
2
9
4
3
1
21
40
1
5
1
1
11
19
1
16
13
3
8
8
6
1
8
2
1
1
2
1
6
50
1
1
18
1
2
2
1
1
7
1
24
2
4
7
1
31
1
1
1
1
18
18
8
1
1
2
40
4
1
1
3
37
1
2
2
10
2
1
1
13
8
1
3
1
3
9
17
1
1
2
7
1
11
19
1
1
1
1
1
4
3
1
1
12
3
1
1
9
11
3
4
2
12
10
1
1
18
6
6
6
1
11
1
1
2
3
1
4
32
1
2
2
2
6
11
1
5
2
3
7
1
5
1
3
2
4
11
10
1
2
1
12
5
20
1
1
3
3
4
17
11
1
4
2
2
14
4
1
10
7
2
1
1
1
12
8
3
2
10
1
2
8
1
20
1
1
5
1
1
1
3
1
8
4
4
1
2
1
1
40
1
2
1
5
3
1
1
1
1
36
2
5
1
19
10
1
1
1
1
16
2
4
2
3
2
1
23
3
5
26
3
1
1
2
1
1
7
5
3
10
1
1
1
5
6
1
5
2
2
1
1
1
1
1
5
7
4
3
1
4
1
3
2
1
1
2
15
4
7
4
1
3
1
2
5
7
3
1
1
4
1
15
1
1
2
6
2
2
3
1
29
15
7
7
1
1
1
2
7
6
2
1
1
4
1
1
8
2
3
1
11
2
1
3
1
1
6
5
1
1
1
1
2
12
5
3
2
2
1
1
14
8
1
14
4
2
4
3
5
7
1
1
2
8
12
13
4
6
12
1
6
2
2
17
1
1
13
53
4
12
1
2
1
1
2
1
8
1
18
6
13
1
6
19
14
2
4
1
12
16
2
1
1
1
9
1
20
1
1
12
1
1
8
8
10
1
5
12
1
2
1
10
16
1
28
4
4
1
8
2
2
6
5
1
21
1
2
1
1
16
6
3
2
1
4
1
2
1
4
3
1
1
14
1
1
1
5
1
2
1
21
1
29
1
3
12
27
3
5
5
2
1
1
1
5
4
10
3
3
1
21
1
4
2
1
1
20
1
1
7
1
1
4
7
3
2
6
2
3
8
1
5
4
1
2
4
14
3
1
1
4
1
6
2
1
3
8
3
72
14
16
26
1
10
2
4
3
56
3
1
4
3
1
1
20
4
1
4
4
17
1
2
19
1
2
3
2
12
18
3
5
3
4
11
39
32
17
15
5
21
12
10
2
6
3
1
1
23
9
2
1
1
1
3
15
4
1
1
14
1
3
4
1
1
1
1
1
1
6
2
14
8
1
13
7
1
7
1
1
3
1
1
8
8
23
51
1
13
14
22
4
1
1
8
4
2
12
1
1
3
1
2
3
1
1
2
1
1
3
2
1
8
1
1
1
3
1
1
1
4
2
6
4
1
5
4
8
5
1
2
1
1
2
10
1
1
2
1
1
5
20
6
1
2
1
4
2
2
2
18
1
1
2
2
1
3
18
2
28
16
5
1
1
5
1
3
8
2
8
3
1
5
17
11
1
1
1
1
8
7
1
11
1
11
3
6
12
20
1
4
1
11
3
4
3
9
3
6
24
1
11
26
8
1
1
1
2
4
1
1
10
29
1
1
2
1
37
6
14
25
6
1
20
1
1
1
1
1
10
1
9
2
8
18
2
1
3
1
17
4
1
30
2
1
4
1
7
10
1
1
1
1
20
3
2
2
7
2
2
1
15
3
1
1
2
1
1
1
1
1
6
8
4
4
1
2
11
9
2
2
4
17
2
1
17
10
9
1
4
10
16
6
51
5
1
20
4
13
1
1
1
1
1
2
4
1
2
1
17
1
2
2
2
1
19
3
14
1
8
6
6
21
2
1
2
1
2
2
2
1
10
4
9
1
17
3
34
1
1
1
4
4
2
7
44
1
1
1
2
3
1
2
2
9
4
3
7
3
5
1
1
11
1
6
1
6
8
7
2
1
8
1
2
1
6
4
8
2
2
1
6
3
5
11
6
1
15
6
4
1
5
1
3
1
2
12
1
2
3
3
15
3
1
8
2
3
1
18
6
17
4
1
1
1
3
1
1
13
1
5
3
1
2
3
5
1
1
1
2
1
1
3
1
8
22
17
17
1
1
1
11
5
1
3
2
1
3
1
4
1
1
1
1
2
1
6
1
10
26
5
3
3
10
1
1
6
27
6
24
4
2
14
1
20
2
2
1
1
2
20
1
4
9
1
2
5
3
3
2
6
1
8
3
7
1
1
2
2
1
1
3
4
1
6
1
5
1
4
1
3
1
3
1
13
2
3
5
8
3
1
1
1
3
2
9
1
9
3
2
1
6
2
1
1
7
4
5
20
4
2
1
7
2
10
2
26
1
1
7
3
1
1
14
16
3
9
1
11
2
1
9
12
13
11
1
1
3
11
1
15
2
1
3
11
1
20
6
7
2
3
4
3
8
1
2
2
1
3
16
1
3
2
1
1
2
2
1
1
5
4
1
1
1
2
1
3
1
2
3
1
2
5
1
45
12
15
23
1
8
12
11
1
1
3
2
1
4
2
12
14
3
5
1
5
2
9
16
1
1
2
2
3
6
1
3
2
2
6
2
14
7
11
5
9
3
1
1
6
18
1
12
2
6
37
1
18
1
4
1
1
2
2
30
1
1
6
1
9
27
17
9
2
1
2
2
6
9
34
13
2
6
3
21
6
1
36
1
8
5
2
1
11
2
1
20
6
13
14
2
9
2
9
20
1
20
1
1
12
6
7
1
5
5
9
47
1
2
4
4
6
1
2
6
1
1
4
1
2
1
4
1
13
10
4
5
1
10
12
2
3
3
27
8
15
3
2
6
1
3
2
9
21
1
3
1
1
1
3
9
2
2
21
6
3
5
2
21
6
12
8
1
1
10
1
17
7
8
2
19
1
1
6
2
2
1
1
1
1
1
27
2
2
1
1
2
6
1
1
2
8
2
2
1
2
23
2
1
1
1
2
5
1
16
8
10
1
4
1
4
1
3
1
3
3
2
6
6
4
10
28
3
1
1
4
16
26
2
2
4
1
6
19
6
2
2
10
1
6
1
2
1
2
1
18
2
3
3
7
11
2
1
13
2
6
14
2
3
3
2
2
22
1
2
1
1
2
4
3
2
1
42
4
2
26
35
2
6
3
5
2
1
5
3
20
49
2
15
1
1
1
2
3
2
3
1
18
4
1
9
20
1
6
1
12
1
14
21
1
1
2
1
36
3
16
1
10
1
8
2
4
2
2
10
9
4
2
3
3
4
2
2
1
7
2
3
10
1
4
3
3
1
12
2
2
2
5
2
7
1
2
3
7
1
1
2
28
1
6
19
3
1
2
3
2
1
1
1
1
2
1
1
1
1
1
8
11
1
1
4
6
2
8
1
2
2
5
1
1
8
1
10
2
4
1
6
2
1
1
17
2
2
18
3
6
1
3
13
6
1
8
5
2
3
1
1
6
16
1
2
2
5
11
1
9
3
1
2
1
1
13
1
5
1
11
3
5
1
1
12
2
7
21
4
1
5
8
5
1
8
1
1
16
1
4
1
3
14
4
2
10
1
3
6
1
2
1
10
1
9
1
41
6
1
1
1
1
1
1
1
18
3
1
4
10
9
33
56
1
5
3
15
7
2
1
11
3
2
1
25
2
2
3
19
2
1
2
6
1
1
1
1
11
7
1
4
1
1
5
1
4
1
1
2
2
3
2
1
22
4
1
14
2
1
7
19
1
1
1
4
13
1
19
1
2
1
2
1
5
7
11
2
1
1
1
1
1
1
8
2
23
1
3
16
18
17
12
3
3
3
4
26
1
4
4
3
52
1
9
5
1
1
1
5
2
8
3
5
2
2
1
5
13
6
1
1
2
1
4
1
2
5
1
1
1
1
10
8
2
7
2
4
3
1
1
1
30
19
4
5
2
29
17
2
2
5
33
1
3
1
4
4
2
17
1
27
1
1
1
1
10
3
4
7
1
5
12
1
1
15
1
2
1
1
1
2
2
1
12
3
1
1
1
1
10
1
7
1
2
1
1
1
26
4
1
3
1
4
3
1
8
3
2
3
2
1
2
2
8
1
24
2
5
2
41
8
14
5
2
1
2
1
2
11
1
1
3
1
5
2
18
10
5
2
1
18
5
16
10
6
7
11
1
9
2
2
12
9
1
1
2
14
7
9
1
1
2
6
5
1
7
12
1
9
1
10
1
2
10
1
4
6
10
54
4
6
1
10
3
1
1
12
1
2
7
5
2
39
1
1
1
1
1
1
29
10
1
6
40
1
1
2
13
5
4
1
1
15
36
20
1
3
32
1
5
9
10
6
2
1
9
4
5
5
1
7
1
1
2
5
11
8
2
1
1
2
1
11
47
1
23
3
2
2
1
1
4
11
22
6
2
7
10
3
1
5
3
5
2
12
2
1
1
5
3
1
1
1
10
6
2
4
8
4
3
1
2
20
1
8
3
1
2
15
4
3
1
14
1
1
2
4
3
1
1
2
1
12
16
1
4
1
6
1
7
29
8
1
10
1
1
5
4
1
1
2
25
2
14
4
29
1
1
1
12
5
2
2
51
2
1
1
4
21
1
2
1
12
6
3
1
1
8
3
5
2
4
2
1
1
1
3
3
1
7
7
2
1
2
19
12
4
3
3
2
1
1
5
1
13
17
3
4
1
3
6
3
6
4
11
2
1
1
1
1
13
27
1
53
3
28
15
4
4
4
1
7
15
12
1
1
1
2
1
2
18
2
38
7
13
1
1
15
1
1
8
2
3
3
3
4
2
1
3
12
3
3
1
5
17
1
5
1
10
2
1
3
35
4
5
1
2
1
19
21
1
3
1
3
18
2
13
2
7
19
29
2
1
5
1
10
1
9
46
1
20
3
3
5
13
6
1
2
2
1
2
1
1
3
12
1
21
6
4
3
14
1
4
3
1
1
2
7
1
1
1
1
40
3
16
4
7
21
3
1
8
6
2
9
2
7
1
17
2
1
11
1
5
4
1
4
1
1
3
6
1
16
2
2
16
1
3
4
1
3
14
15
6
1
1
2
14
1
9
19
1
1
2
2
1
7
1
2
1
9
2
1
6
15
2
1
3
3
3
1
1
2
4
3
13
5
1
1
1
2
3
1
2
1
37
21
11
7
2
1
1
3
1
3
1
4
5
1
26
6
1
3
5
1
4
2
2
5
2
10
26
18
1
1
1
9
6
22
7
1
1
5
1
4
3
19
8
2
1
2
1
2
1
2
2
15
4
1
13
14
1
1
2
1
1
1
1
3
4
1
3
1
12
2
10
30
4
1
7
1
15
4
1
9
3
9
18
6
2
3
5
1
1
8
4
2
2
2
8
46
4
3
18
1
6
1
1
2
6
1
1
1
3
4
1
1
1
4
1
1
5
2
2
2
2
18
3
1
1
13
1
15
2
5
1
4
5
1
1
1
1
1
1
1
26
8
3
34
4
4
2
23
5
1
8
1
5
1
7
1
4
5
5
8
4
3
4
1
1
1
3
27
3
10
1
3
2
1
1
18
2
5
5
4
1
1
4
1
7
2
4
28
3
2
5
4
1
1
2
12
1
5
1
14
4
1
10
14
1
1
6
1
1
1
4
2
2
1
18
1
1
20
3
1
3
4
3
3
7
1
3
1
3
2
5
1
4
4
1
3
1
2
4
1
1
2
8
1
1
8
3
5
1
1
1
9
13
7
1
4
1
1
2
4
5
24
10
1
1
7
1
2
2
1
1
1
3
29
3
12
2
1
4
1
1
1
21
2
1
21
24
2
2
16
11
12
1
1
1
26
4
5
1
1
5
12
14
2
1
7
2
10
1
1
1
1
1
1
10
1
2
2
1
1
1
6
7
4
1
1
2
3
1
2
11
8
11
2
1
6
3
34
2
2
1
1
1
13
3
6
9
2
11
1
3
9
14
1
2
17
1
8
1
2
1
1
1
7
1
1
1
2
1
6
2
9
36
3
7
6
3
1
5
1
1
2
7
1
1
1
3
3
2
1
1
2
1
9
5
9
2
1
3
2
6
7
6
1
15
1
26
11
15
4
4
18
3
5
1
2
16
5
2
4
3
1
1
1
4
1
1
1
1
4
4
3
7
1
1
33
15
1
14
1
2
10
1
1
29
6
7
16
2
1
1
1
4
6
1
1
1
4
9
1
1
1
1
5
1
10
4
2
11
6
2
2
30
3
3
5
10
1
27
10
6
18
1
3
9
2
1
17
25
26
1
1
4
1
1
1
22
2
4
3
19
1
5
5
1
1
15
3
14
42
14
2
1
9
19
3
1
8
1
2
5
6
2
2
1
1
10
1
2
1
1
1
1
7
2
2
6
1
2
1
1
3
1
1
32
1
1
2
4
1
1
3
1
26
2
1
15
2
1
4
1
2
3
7
1
1
36
4
8
1
26
1
13
1
1
6
3
2
1
1
4
3
1
1
3
2
11
3
1
6
6
1
4
29
1
2
1
8
4
1
29
6
3
1
10
23
26
14
1
1
3
3
1
6
6
2
1
3
1
3
11
1
1
18
6
1
4
2
1
9
6
1
1
1
11
1
4
1
5
5
3
1
23
1
2
1
4
20
1
3
2
5
1
1
4
2
7
1
2
30
1
1
1
2
1
1
1
1
1
6
1
4
29
1
4
6
3
1
1
4
2
5
34
3
6
6
4
4
1
11
2
5
1
4
2
2
1
8
1
1
1
8
1
1
3
2
3
1
34
1
2
1
1
1
1
1
2
1
4
3
1
15
18
3
9
7
2
2
1
1
1
1
4
1
1
3
1
4
2
2
2
1
2
2
3
12
1
1
8
3
4
2
4
2
2
8
2
1
6
4
7
1
17
1
12
7
2
4
3
1
1
1
2
9
3
10
7
9
1
32
2
1
1
3
1
6
1
1
15
7
2
8
8
10
5
2
1
10
1
10
2
5
1
1
1
1
1
14
1
3
1
7
2
3
2
1
2
5
4
1
2
5
2
1
2
1
1
3
3
66
15
11
8
10
5
1
1
16
1
13
4
3
8
5
2
5
2
3
1
11
1
2
22
2
2
1
34
2
1
2
2
8
2
1
1
6
1
14
9
1
4
17
8
1
5
6
4
3
16
6
1
1
1
8
1
2
11
15
18
13
36
7
1
1
2
1
2
5
1
12
1
10
1
4
10
1
11
2
1
1
1
1
1
1
13
3
3
2
2
12
4
2
27
10
1
1
1
9
1
11
1
2
1
2
10
6
6
15
1
3
3
5
3
1
3
18
54
2
3
10
3
1
2
4
1
1
5
1
8
1
2
1
1
1
4
1
1
1
2
1
1
1
2
1
39
1
5
7
2
8
1
21
10
12
5
2
3
1
2
6
16
5
1
1
18
1
20
2
1
2
1
11
4
3
3
1
1
2
5
1
1
7
1
7
29
1
1
5
9
3
3
16
8
1
2
1
1
5
3
2
1
19
1
11
1
2
1
37
6
1
2
7
1
12
1
1
1
3
7
1
1
1
1
12
1
5
1
24
1
1
1
3
5
12
1
4
18
2
7
1
1
3
1
1
11
1
2
6
1
10
6
14
17
9
1
1
1
19
1
1
1
9
3
1
1
1
5
1
5
27
3
1
3
1
12
1
25
9
16
2
9
1
2
1
1
1
2
2
1
4
1
1
16
1
2
1
3
1
1
3
7
1
3
2
5
1
3
8
14
16
1
4
1
2
4
5
3
1
3
31
2
2
1
1
1
1
3
1
3
4
7
1
1
2
3
15
2
2
7
11
2
7
9
4
1
2
12
11
2
1
1
3
17
2
1
2
2
3
4
1
1
6
1
5
1
1
4
1
8
1
2
9
2
6
1
5
1
3
1
3
1
4
8
1
9
5
2
1
3
1
1
11
7
2
1
1
6
6
1
1
31
1
1
1
3
1
1
1
1
4
10
4
1
15
5
4
2
3
1
1
12
2
4
2
9
1
1
25
1
5
13
1
2
16
1
2
2
24
14
24
4
1
1
1
11
2
4
20
1
14
2
3
1
26
1
11
3
17
25
1
9
4
4
11
1
5
3
14
4
12
2
4
1
1
1
1
3
2
1
1
1
2
25
1
1
17
1
1
9
2
1
1
1
5
1
6
1
10
3
2
1
2
1
5
3
18
2
2
2
1
1
12
1
1
1
1
12
6
1
2
1
2
41
2
2
26
1
3
1
2
13
1
2
1
6
5
14
6
5
1
7
1
1
1
2
11
5
19
2
1
1
5
1
8
6
9
11
1
1
1
1
9
12
1
1
1
15
1
8
5
8
10
1
2
2
1
5
4
6
1
3
1
2
1
1
1
1
5
22
3
2
8
36
1
2
2
1
3
4
4
1
1
3
6
10
5
3
4
29
4
4
12
6
4
2
1
3
2
1
3
7
8
9
3
25
3
9
7
11
1
13
2
6
1
2
1
3
4
6
6
2
1
1
1
3
4
1
1
1
2
9
2
2
9
5
15
1
1
8
3
1
3
26
2
1
1
2
22
2
1
7
1
2
3
1
1
46
1
2
13
1
4
1
2
2
2
2
2
2
1
23
8
1
1
2
9
1
7
13
9
2
3
23
1
1
1
28
4
2
1
12
1
1
10
2
1
23
3
4
2
12
2
2
3
7
1
3
3
1
1
2
2
16
2
2
4
2
5
1
3
2
2
1
34
22
14
9
6
9
3
2
2
1
1
3
1
1
4
35
9
3
4
5
2
1
5
2
2
5
1
13
1
3
12
1
1
17
3
1
1
7
1
2
3
1
2
1
2
2
1
1
1
1
1
1
2
5
2
1
2
9
3
12
1
1
6
8
1
3
17
8
3
1
1
1
4
1
1
1
11
2
1
10
2
3
6
17
8
19
9
3
1
3
1
9
1
6
1
1
24
2
5
1
3
1
2
16
1
1
2
14
2
11
4
1
6
14
1
7
3
3
9
1
8
1
3
23
1
23
1
9
17
10
3
2
2
6
1
1
13
9
1
1
1
2
1
3
18
7
4
1
2
15
4
1
7
14
1
4
13
2
1
1
4
6
11
2
21
5
2
1
2
3
1
9
2
1
11
2
13
1
5
5
2
1
2
1
2
11
2
2
3
2
1
2
1
1
2
20
14
8
4
1
2
17
6
10
6
1
1
2
9
1
1
2
1
5
1
17
1
22
1
3
4
18
5
2
1
1
15
2
6
5
1
1
11
2
1
1
1
2
10
6
1
2
30
9
14
1
1
2
2
17
2
1
1
5
1
4
1
11
1
4
3
1
15
3
7
4
1
5
6
5
1
2
1
1
1
3
1
1
6
3
1
5
14
1
38
1
7
1
1
1
1
2
1
1
1
4
7
28
11
7
9
2
1
2
5
3
2
1
13
1
2
2
1
6
1
22
1
14
1
3
7
11
29
1
17
11
1
2
1
1
6
11
1
2
1
2
1
1
1
4
5
19
3
4
1
2
1
14
8
21
15
1
1
6
8
2
2
12
1
4
10
17
3
4
2
14
1
4
1
1
15
2
8
7
1
2
5
9
17
14
8
1
10
1
4
27
2
24
1
1
1
12
2
2
6
1
10
14
3
4
4
9
1
1
20
1
8
8
3
1
2
1
4
5
2
11
3
1
3
1
12
2
1
9
6
1
10
1
1
1
8
3
4
2
2
11
2
2
12
13
4
1
3
1
26
2
7
1
1
14
16
5
6
2
1
17
40
19
4
1
1
1
3
1
3
50
5
1
4
12
2
1
2
1
1
3
1
1
1
1
2
2
4
1
10
22
1
10
1
1
3
5
1
5
1
3
3
5
10
1
1
2
4
6
1
2
1
1
2
1
3
1
3
2
2
8
2
2
3
15
16
2
13
16
1
4
5
4
6
7
2
8
3
62
2
14
6
1
1
2
17
4
3
2
5
3
12
5
3
10
5
5
1
1
6
2
3
2
8
1
43
24
1
21
22
10
2
6
6
3
6
1
5
7
1
10
1
1
1
1
18
11
3
10
2
1
18
1
17
1
8
5
1
8
1
1
6
15
3
1
2
3
1
5
5
1
2
1
2
1
17
1
1
1
27
1
8
1
3
13
1
7
3
4
1
2
1
17
1
1
1
14
1
1
1
2
1
1
1
9
7
2
10
1
4
8
2
1
1
1
5
3
11
11
3
4
3
18
3
2
6
2
1
1
1
1
17
14
3
11
1
1
1
1
4
1
2
8
1
1
2
4
12
13
1
1
1
1
22
11
5
4
5
1
1
2
3
3
1
6
1
1
3
1
1
1
1
6
1
2
8
4
3
2
1
1
5
1
1
2
4
1
5
4
6
3
1
4
5
1
1
3
1
6
8
