rideable_type,day_of_week,month,season,trip_duration_mins,hour,trips,day_of_month
0,0,10,3,43,8,1,22
1,0,6,2,15,0,7,4
0,0,8,2,18,6,1,13
1,6,5,1,8,21,5,20
0,4,7,2,60,15,1,20
0,3,11,3,5,0,3,1
0,1,2,0,6,3,1,20
1,3,8,2,40,13,1,16
0,4,11,3,14,21,2,2
0,0,4,1,44,13,1,30
1,2,2,0,5,17,37,21
0,2,5,1,39,12,1,16
1,2,8,2,23,10,4,15
0,5,5,1,17,18,6,19
1,4,5,1,2,19,9,25
1,5,7,2,138,17,1,21
1,6,9,3,40,12,6,16
1,2,2,0,4,5,3,28
0,2,9,3,9,12,4,19
0,3,10,3,68,13,1,11
0,1,6,2,28,20,4,19
0,1,7,2,17,21,3,31
1,2,7,2,50,13,2,4
0,5,4,1,34,14,1,14
1,3,11,3,7,5,4,22
0,6,7,2,9,0,5,15
0,0,10,3,70,16,1,8
1,5,8,2,31,8,3,11
0,1,10,3,19,18,7,23
1,4,9,3,8,21,9,7
0,0,3,1,2,7,1,26
1,4,9,3,4,6,14,28
0,3,5,1,17,15,11,31
1,1,6,2,153,20,1,19
0,6,7,2,3,18,10,22
0,3,8,2,26,19,3,2
1,1,7,2,24,19,9,3
1,3,10,3,7,22,1,25
0,1,7,2,36,19,2,10
1,5,5,1,8,21,1,26
1,5,6,2,13,7,16,30
1,0,5,1,37,6,1,28
0,1,9,3,18,12,14,4
0,6,12,0,27,22,1,23
0,0,12,0,21,17,3,17
1,0,3,1,10,12,7,19
0,3,12,0,16,13,6,6
0,6,7,2,2,8,5,8
0,6,7,2,40,21,2,29
1,0,1,0,4,10,1,22
0,5,12,0,12,13,4,1
1,2,1,0,6,20,3,10
0,5,10,3,35,23,1,20
0,5,1,0,3,4,2,6
1,5,5,1,6,0,4,19
1,4,11,3,30,20,2,16
1,3,4,1,17,17,17,26
1,0,1,0,14,0,4,1
0,0,1,0,21,8,3,8
0,3,10,3,20,13,2,4
1,6,9,3,29,10,2,9
1,6,7,2,59,10,5,15
0,1,7,2,16,19,10,31
1,6,8,2,26,9,4,5
1,0,8,2,74,13,2,20
1,2,9,3,11,10,2,19
1,3,11,3,51,10,1,8
0,2,4,1,56,17,1,11
1,4,7,2,19,15,8,27
0,3,2,0,9,13,2,22
0,4,9,3,31,9,2,14
0,5,6,2,3,4,2,30
0,3,3,1,22,20,2,15
1,6,11,3,9,19,17,11
1,4,8,2,13,11,6,10
0,0,6,2,38,23,1,18
1,4,2,0,4,21,1,23
0,5,11,3,22,14,2,3
0,3,11,3,24,18,2,29
1,1,8,2,14,4,2,14
1,5,1,0,9,15,7,6
1,6,10,3,51,13,2,7
1,1,7,2,7,12,8,24
1,1,5,1,5,10,21,15
0,6,6,2,20,12,10,3
1,1,6,2,23,6,2,5
0,1,1,0,14,21,1,9
0,3,11,3,23,20,1,15
0,4,3,1,119,16,1,9
1,5,4,1,9,18,19,28
0,3,7,2,13,15,9,12
0,4,8,2,41,23,2,3
1,5,11,3,14,7,8,10
1,6,7,2,141,16,1,29
1,6,7,2,6,3,1,1
0,2,11,3,24,7,2,7
0,6,4,1,4,20,14,29
1,1,6,2,16,18,12,26
0,5,9,3,2,7,2,1
0,1,6,2,31,9,2,5
1,2,5,1,26,16,5,9
1,6,8,2,5,23,10,12
0,3,4,1,68,9,1,19
1,5,7,2,10,23,4,14
1,2,8,2,19,23,3,1
0,1,4,1,8,22,6,3
1,2,11,3,14,14,4,7
0,1,2,0,11,17,4,20
0,5,5,1,28,16,5,19
0,1,9,3,33,15,1,4
1,3,6,2,31,8,2,7
1,2,5,1,7,18,27,2
0,4,3,1,45,16,1,30
0,6,5,1,7,19,15,20
0,6,5,1,57,18,1,27
0,0,10,3,5,22,9,8
1,0,11,3,17,12,8,19
1,3,12,0,30,14,1,27
0,4,7,2,21,15,3,20
0,5,12,0,12,13,4,15
0,1,3,1,12,11,2,27
1,1,5,1,94,16,1,22
1,5,2,0,11,23,1,17
0,6,6,2,56,16,5,17
1,4,5,1,45,16,2,11
0,6,6,2,26,20,2,17
1,4,1,0,3,16,13,5
0,5,2,0,11,17,1,17
1,5,10,3,9,16,4,27
0,6,6,2,37,17,5,10
0,4,8,2,6,13,12,10
0,3,5,1,13,6,3,31
1,5,9,3,15,2,1,1
0,6,7,2,32,14,8,29
0,6,10,3,10,20,10,7
1,1,8,2,64,21,1,21
1,2,2,0,9,12,14,14
0,4,8,2,5,20,12,24
0,5,5,1,23,21,1,19
0,1,1,0,12,18,3,16
0,4,4,1,74,15,1,13
1,4,9,3,49,19,1,28
1,1,2,0,33,17,2,6
1,3,7,2,96,15,1,5
1,6,9,3,80,15,3,2
0,5,6,2,38,16,5,23
1,0,7,2,46,14,6,23
0,2,6,2,64,0,1,6
1,1,10,3,19,18,9,2
1,6,3,1,12,10,3,18
0,5,7,2,16,9,5,7
1,6,5,1,120,18,1,13
1,3,9,3,24,10,2,20
0,6,9,3,3,7,1,2
1,0,10,3,61,11,5,29
1,2,5,1,19,16,10,9
1,1,3,1,25,18,1,27
1,2,9,3,30,23,1,12
0,4,9,3,32,1,1,21
0,6,6,2,55,9,1,24
1,0,8,2,4,19,19,13
0,3,1,0,11,13,5,18
1,5,10,3,3,14,6,6
0,2,7,2,46,20,3,4
1,0,9,3,23,18,6,24
1,5,6,2,6,6,4,23
1,0,8,2,5,12,16,20
0,6,6,2,70,21,1,17
0,6,7,2,42,1,2,22
1,2,10,3,28,15,2,17
0,2,1,0,30,18,1,10
0,4,11,3,32,13,1,9
0,6,5,1,30,20,1,13
1,6,9,3,16,22,5,23
1,2,8,2,4,13,9,22
1,6,10,3,14,6,1,28
1,2,12,0,6,3,1,26
1,3,9,3,23,18,2,27
1,4,7,2,25,19,5,13
1,6,11,3,18,18,7,4
1,4,6,2,64,19,1,1
0,5,11,3,2,1,3,10
0,0,6,2,10,22,6,4
1,1,4,1,94,10,1,10
1,2,9,3,63,15,1,26
1,5,2,0,49,17,1,10
0,1,11,3,16,15,4,20
1,3,10,3,17,8,15,11
1,1,8,2,37,6,1,7
0,4,4,1,60,20,1,6
0,1,7,2,47,13,2,3
1,5,7,2,20,2,1,14
0,0,4,1,5,23,7,23
1,6,2,0,30,9,1,11
1,3,6,2,30,19,3,7
1,4,8,2,40,8,1,31
1,4,2,0,17,11,2,2
0,1,5,1,17,12,6,15
0,5,10,3,6,2,2,20
1,6,7,2,12,2,3,22
1,4,8,2,25,14,3,24
0,2,3,1,21,13,1,28
1,3,7,2,10,3,1,26
1,3,4,1,8,13,4,26
0,1,9,3,19,15,14,4
0,5,8,2,47,23,1,4
1,1,2,0,22,17,1,27
1,0,4,1,3,19,12,23
1,0,5,1,15,18,6,7
1,0,2,0,14,19,3,19
1,2,2,0,6,18,2,7
0,0,12,0,9,1,2,24
1,2,5,1,2,16,3,23
1,5,6,2,55,11,3,9
0,1,4,1,10,7,3,3
0,6,10,3,9,15,22,21
1,2,8,2,10,20,22,1
1,2,5,1,22,19,10,9
1,6,5,1,60,22,1,6
1,4,12,0,14,16,1,14
0,0,7,2,28,8,1,9
1,6,3,1,7,12,6,18
1,6,1,0,4,8,3,14
0,1,10,3,7,22,7,2
0,5,7,2,34,10,2,28
1,3,6,2,155,12,1,7
1,6,3,1,28,12,2,25
0,2,12,0,14,0,2,5
1,5,6,2,8,19,15,30
0,5,1,0,2,2,1,20
1,2,6,2,5,9,10,13
1,1,9,3,41,12,2,25
1,0,7,2,13,13,23,30
0,3,11,3,12,16,18,1
1,5,9,3,145,12,2,22
1,0,6,2,63,20,1,18
0,4,4,1,9,10,11,13
0,5,4,1,44,15,1,21
1,5,10,3,40,11,1,13
0,1,12,0,51,16,1,4
1,6,6,2,78,9,1,17
0,1,8,2,12,19,11,7
1,1,12,0,163,12,1,4
1,3,8,2,53,19,1,2
1,3,9,3,118,11,1,13
0,3,3,1,9,9,4,22
1,4,4,1,7,9,5,13
0,4,6,2,26,19,4,22
0,5,6,2,16,16,20,23
1,0,10,3,2,23,4,22
1,2,10,3,6,21,7,17
0,1,10,3,17,22,2,9
0,5,6,2,67,17,1,9
0,1,3,1,7,5,5,13
1,2,10,3,25,14,4,3
1,6,6,2,5,19,27,17
0,1,9,3,3,21,9,25
1,6,10,3,12,17,5,14
1,6,9,3,21,3,1,16
0,1,7,2,51,8,1,3
1,0,8,2,31,0,1,13
0,6,11,3,37,10,1,18
0,4,3,1,4,6,12,30
0,0,7,2,109,15,1,2
0,0,8,2,7,19,22,27
1,5,6,2,5,10,6,2
0,2,1,0,18,15,1,10
0,3,12,0,7,21,3,27
1,5,6,2,6,19,16,23
0,3,11,3,3,8,10,15
0,5,10,3,12,13,6,20
1,0,8,2,49,14,2,20
0,0,4,1,32,19,1,9
1,6,8,2,28,16,21,12
1,1,5,1,17,15,8,29
1,4,9,3,32,15,2,28
0,2,7,2,21,4,1,4
0,6,9,3,52,10,3,30
0,6,1,0,39,13,1,21
0,0,8,2,17,17,6,6
1,0,2,0,21,0,2,19
0,1,5,1,23,1,1,29
1,1,9,3,35,17,3,18
1,6,7,2,98,11,2,22
0,5,5,1,24,9,1,26
1,5,9,3,93,19,1,1
0,3,12,0,27,10,1,27
1,4,4,1,7,5,5,13
0,6,12,0,10,20,2,23
0,3,8,2,5,19,18,16
0,1,1,0,11,11,3,16
0,1,7,2,33,22,1,10
1,4,10,3,31,16,1,26
1,2,3,1,3,21,1,28
0,1,12,0,44,22,1,4
0,0,12,0,17,16,2,10
1,1,9,3,17,15,15,25
1,1,5,1,14,9,11,29
0,2,10,3,20,11,2,10
1,1,2,0,21,14,1,27
0,0,4,1,15,12,3,16
1,0,10,3,19,8,1,15
0,6,8,2,55,12,1,12
1,3,10,3,22,0,2,4
0,5,7,2,30,16,4,28
1,0,6,2,21,15,13,18
1,5,4,1,13,11,5,14
0,1,7,2,22,0,2,31
0,6,2,0,26,22,1,4
1,0,5,1,33,8,2,21
1,4,5,1,15,14,3,25
1,2,7,2,24,16,10,4
1,3,8,2,14,15,13,2
1,3,8,2,10,13,4,9
0,5,10,3,18,14,2,27
1,3,6,2,42,9,1,21
0,4,9,3,26,7,2,21
0,3,1,0,43,7,1,11
1,3,6,2,104,14,1,14
1,3,12,0,5,7,22,13
0,1,1,0,13,13,5,16
0,3,10,3,3,6,19,18
1,6,12,0,4,2,2,2
1,0,1,0,11,14,3,29
0,5,5,1,8,14,17,5
0,2,10,3,41,15,1,3
1,6,11,3,13,20,1,25
0,0,12,0,42,11,1,31
1,0,9,3,11,14,12,3
1,4,3,1,4,8,29,16
1,2,8,2,76,17,1,29
1,5,5,1,9,3,1,12
1,5,9,3,18,13,10,22
1,1,8,2,17,14,1,14
0,5,8,2,34,10,3,25
0,0,2,0,7,21,2,19
0,1,1,0,4,16,13,30
0,0,5,1,83,10,1,21
1,1,9,3,49,19,2,25
1,0,10,3,47,14,1,15
0,6,7,2,39,19,2,22
0,0,9,3,16,9,2,24
0,0,10,3,39,15,5,1
0,2,7,2,40,22,1,25
1,1,8,2,10,23,2,14
1,4,8,2,34,12,1,10
1,5,2,0,22,9,1,10
0,0,5,1,37,3,1,28
0,3,8,2,46,23,1,9
0,3,6,2,11,9,11,28
0,1,2,0,2,20,5,20
1,4,6,2,10,8,34,1
1,1,10,3,20,9,5,9
0,0,10,3,33,14,1,29
0,3,8,2,37,13,1,16
0,5,10,3,18,15,6,6
0,6,6,2,12,15,30,10
1,6,8,2,32,17,4,5
1,2,6,2,9,14,10,27
1,5,1,0,2,18,1,20
0,6,9,3,6,20,14,30
0,1,4,1,5,9,2,17
1,4,12,0,22,13,1,7
1,6,8,2,4,15,13,5
0,0,3,1,7,16,4,26
1,3,5,1,29,11,2,17
0,0,7,2,24,11,4,9
1,2,2,0,2,21,5,21
0,5,6,2,43,16,2,23
0,2,6,2,13,4,1,20
0,6,10,3,35,1,1,21
0,2,12,0,13,18,4,19
0,0,9,3,49,21,1,10
0,0,10,3,10,9,22,8
0,1,6,2,12,13,17,19
1,4,8,2,38,17,10,3
1,1,9,3,51,14,3,4
1,0,8,2,8,12,19,6
1,1,6,2,18,11,9,19
0,3,6,2,39,8,2,7
1,5,6,2,4,8,8,23
1,2,12,0,11,21,1,12
0,2,5,1,13,10,6,30
0,6,3,1,3,7,10,11
1,4,7,2,39,14,2,20
0,4,12,0,31,11,1,28
1,0,12,0,10,10,9,10
0,2,10,3,88,11,1,10
1,3,7,2,60,13,1,5
0,1,8,2,17,7,5,14
1,5,6,2,39,15,2,23
0,2,8,2,6,23,12,29
0,5,11,3,10,1,1,3
0,5,11,3,13,20,5,17
0,2,3,1,6,7,6,14
0,6,2,0,10,10,3,4
0,4,3,1,2,0,1,23
1,6,11,3,19,18,6,4
1,3,4,1,9,23,1,19
1,5,8,2,36,20,3,18
0,4,4,1,7,19,23,13
0,6,4,1,9,7,3,29
1,6,8,2,30,13,10,12
0,4,9,3,45,15,1,7
1,5,10,3,12,21,5,20
0,4,12,0,54,12,1,14
1,2,5,1,108,13,1,30
1,5,12,0,37,17,1,22
0,5,5,1,43,11,1,5
1,6,10,3,28,16,7,21
1,4,7,2,84,8,1,13
1,1,3,1,38,20,1,6
0,6,6,2,37,8,1,24
1,6,5,1,33,22,1,6
1,6,9,3,75,14,1,23
1,1,4,1,11,12,1,17
1,0,8,2,33,0,1,13
1,3,7,2,12,15,19,26
1,4,2,0,13,17,4,9
1,3,6,2,30,23,2,21
0,6,5,1,100,12,1,20
1,5,6,2,73,15,2,16
1,3,9,3,15,12,9,27
1,0,4,1,18,15,1,30
0,5,8,2,19,2,1,4
0,6,4,1,32,11,1,8
1,6,8,2,112,12,2,12
1,1,11,3,11,9,3,6
0,6,9,3,67,15,1,16
0,6,10,3,13,6,3,7
1,6,10,3,23,12,6,28
0,5,8,2,7,4,4,4
0,3,8,2,67,20,1,30
1,4,11,3,18,17,9,2
0,1,6,2,4,6,12,12
1,6,12,0,5,14,2,30
0,5,2,0,31,16,2,10
1,6,6,2,54,0,2,3
0,1,10,3,37,19,1,23
0,1,12,0,10,13,8,11
1,2,6,2,46,17,1,6
1,2,10,3,143,17,1,3
0,1,5,1,4,11,17,15
1,3,8,2,25,17,14,16
0,1,8,2,4,5,8,28
1,6,4,1,53,10,1,8
0,2,9,3,35,7,1,26
1,5,5,1,27,19,2,5
1,5,3,1,29,10,2,24
1,4,9,3,19,15,5,14
0,6,9,3,141,8,1,2
0,4,7,2,39,11,1,27
0,4,6,2,18,13,7,29
0,0,6,2,65,21,1,4
0,3,9,3,14,14,8,20
0,5,5,1,17,15,14,5
0,3,8,2,26,16,8,16
1,6,7,2,5,22,14,8
1,0,10,3,7,18,11,15
0,1,6,2,10,9,14,12
0,5,8,2,13,22,13,4
0,3,5,1,13,16,34,10
1,6,1,0,9,14,3,28
0,2,9,3,8,14,23,5
0,4,5,1,8,2,2,11
0,6,5,1,14,6,4,27
0,3,8,2,4,15,11,30
0,5,9,3,21,5,1,22
1,2,2,0,19,19,4,28
0,1,3,1,23,19,1,27
1,6,7,2,37,8,1,8
0,1,6,2,30,16,1,26
0,1,9,3,2,6,1,4
1,1,10,3,21,21,4,9
1,2,4,1,20,13,2,18
0,2,4,1,29,18,3,18
1,0,5,1,14,8,4,21
0,4,12,0,7,7,5,14
0,4,2,0,15,7,4,16
0,6,6,2,47,13,3,17
1,5,7,2,23,23,1,14
1,3,5,1,11,5,2,10
1,1,2,0,32,16,1,20
0,5,10,3,7,11,17,13
1,4,7,2,108,9,1,20
1,0,8,2,24,7,2,6
0,2,10,3,3,19,8,3
1,6,2,0,15,20,1,4
0,3,2,0,9,17,5,15
1,4,6,2,59,2,1,1
1,1,12,0,27,12,1,25
1,3,9,3,44,16,1,6
0,3,5,1,15,0,2,31
1,2,10,3,52,11,1,24
1,5,12,0,6,15,19,15
1,2,6,2,23,9,2,20
1,6,10,3,101,14,2,7
0,3,10,3,4,8,44,11
1,1,7,2,67,10,1,31
0,5,1,0,28,2,1,27
1,3,10,3,7,6,15,11
0,5,6,2,25,22,4,16
0,6,4,1,11,8,11,22
0,5,10,3,73,9,2,20
1,5,6,2,20,10,3,23
1,2,9,3,63,18,1,12
1,4,12,0,6,11,4,14
1,4,6,2,23,14,1,15
1,2,11,3,17,6,2,21
0,4,8,2,25,8,2,3
0,5,7,2,2,18,13,28
0,3,7,2,10,5,3,12
0,5,8,2,50,11,1,25
1,6,1,0,5,22,2,28
1,0,9,3,64,9,1,3
0,0,12,0,32,14,1,17
0,1,7,2,19,8,1,3
0,5,9,3,27,22,1,1
0,3,7,2,23,11,3,5
0,5,9,3,32,13,1,22
1,2,1,0,10,11,7,31
0,6,7,2,11,20,4,22
1,3,10,3,36,11,1,25
1,4,8,2,11,10,1,10
1,5,10,3,10,9,6,6
0,4,8,2,12,13,7,31
1,1,1,0,24,21,1,9
1,3,9,3,5,21,2,13
0,3,5,1,9,12,14,3
1,6,7,2,69,8,1,22
1,6,5,1,13,20,2,13
0,0,11,3,11,14,7,12
1,6,12,0,22,13,2,16
0,6,8,2,16,22,2,26
1,1,11,3,30,17,1,13
0,4,10,3,10,6,17,19
0,2,10,3,26,7,1,17
1,0,10,3,19,1,2,15
0,1,2,0,10,20,6,27
1,0,6,2,169,11,2,25
1,1,4,1,19,9,2,3
1,2,11,3,4,10,19,7
1,0,3,1,13,11,3,26
1,4,11,3,27,15,5,9
0,6,4,1,86,14,1,15
1,1,7,2,89,15,1,10
1,0,10,3,37,21,2,15
1,1,10,3,22,7,2,23
1,0,9,3,15,16,10,24
0,6,7,2,15,16,8,22
0,6,9,3,21,14,8,2
1,0,5,1,30,17,1,14
1,0,7,2,61,9,1,16
1,1,2,0,38,9,1,20
1,5,10,3,93,12,1,6
0,4,6,2,4,20,31,1
1,5,8,2,23,16,12,18
1,5,9,3,2,9,15,22
1,5,7,2,44,17,3,28
1,1,7,2,4,12,5,10
1,4,5,1,24,15,4,11
0,1,3,1,9,11,4,6
0,5,6,2,4,21,23,16
1,6,9,3,4,3,2,30
1,6,5,1,17,20,5,20
0,4,7,2,19,12,2,20
0,5,1,0,23,18,1,6
1,0,5,1,3,17,7,14
0,6,8,2,31,14,3,19
0,2,10,3,27,23,2,24
0,5,11,3,24,9,1,10
1,5,4,1,31,16,3,7
1,6,3,1,2,17,1,11
0,3,7,2,3,2,2,5
1,5,11,3,19,10,4,10
1,6,6,2,113,21,1,17
1,0,12,0,14,18,2,17
0,6,7,2,37,17,1,1
1,0,3,1,3,14,1,19
1,5,3,1,22,17,1,31
1,2,6,2,72,14,1,20
0,3,7,2,77,15,1,5
1,1,7,2,11,18,19,31
0,6,4,1,20,14,10,8
0,0,9,3,120,20,1,3
1,6,9,3,19,18,13,9
1,4,9,3,9,17,20,21
0,5,3,1,3,8,6,17
0,3,8,2,8,16,25,16
0,1,10,3,15,21,3,16
0,3,7,2,33,16,3,26
0,2,4,1,2,16,18,4
0,2,5,1,11,21,16,30
1,3,11,3,23,15,2,1
1,2,5,1,8,11,12,2
1,5,4,1,6,21,4,14
0,5,12,0,29,22,2,29
0,3,7,2,24,5,3,12
1,6,4,1,8,11,5,1
0,1,2,0,18,5,1,20
1,3,5,1,29,11,2,24
1,1,7,2,48,16,1,31
1,2,8,2,7,8,12,22
0,4,6,2,12,0,1,1
1,0,9,3,21,23,1,3
1,4,4,1,3,6,3,20
0,0,3,1,2,10,11,26
1,5,1,0,44,18,1,6
1,6,7,2,72,14,2,1
1,6,10,3,21,13,1,28
0,4,12,0,26,15,1,28
1,0,2,0,11,1,2,26
1,3,9,3,38,18,4,20
1,0,3,1,13,8,3,5
0,6,8,2,15,5,3,12
0,3,6,2,31,20,2,21
1,5,4,1,3,9,10,21
0,0,9,3,31,8,1,24
1,0,4,1,15,22,2,2
1,4,5,1,6,8,45,4
0,3,6,2,8,1,2,14
0,4,11,3,14,18,18,16
0,1,11,3,19,18,3,20
1,0,10,3,11,18,4,29
1,0,8,2,16,11,10,13
1,5,9,3,16,20,10,15
0,2,5,1,17,18,12,2
1,2,10,3,20,16,16,24
1,5,7,2,36,21,2,28
0,2,5,1,22,16,11,9
0,5,5,1,20,9,3,5
0,4,6,2,39,18,1,8
1,4,7,2,7,11,16,20
1,2,9,3,62,14,1,5
0,4,10,3,40,14,1,5
0,2,5,1,43,17,1,16
1,4,8,2,25,14,4,24
1,4,10,3,25,21,1,26
1,0,9,3,12,15,20,3
0,2,7,2,32,6,1,11
1,4,5,1,11,6,8,25
0,4,5,1,27,15,4,11
1,4,12,0,10,22,6,7
0,3,9,3,3,5,2,20
1,3,8,2,68,8,1,2
0,6,5,1,18,11,7,13
1,4,4,1,15,9,10,13
1,1,12,0,23,13,3,11
0,2,10,3,25,10,1,10
0,2,9,3,15,16,9,26
0,4,3,1,19,15,2,30
0,1,5,1,9,11,9,22
0,5,6,2,41,7,2,30
1,5,10,3,89,15,1,20
0,2,8,2,32,16,7,15
0,2,4,1,18,11,2,11
0,2,10,3,3,8,22,31
0,1,11,3,34,12,1,6
1,2,8,2,4,6,5,15
1,3,4,1,18,18,16,12
0,2,11,3,5,21,4,14
0,0,7,2,25,13,3,30
0,5,3,1,9,8,9,10
0,0,4,1,4,18,3,16
1,6,4,1,28,0,4,15
1,3,8,2,58,17,1,2
1,0,6,2,25,14,7,25
1,6,7,2,30,18,19,29
1,3,5,1,27,18,5,10
1,0,10,3,28,13,1,22
1,6,12,0,15,17,2,9
1,3,11,3,34,14,1,15
1,2,12,0,17,17,9,19
1,4,8,2,140,16,2,10
1,5,11,3,10,10,8,3
0,2,8,2,9,13,13,1
0,5,4,1,40,15,2,14
1,6,8,2,7,6,4,12
0,0,7,2,7,12,33,23
1,4,1,0,22,16,1,12
0,6,9,3,41,14,1,9
0,0,5,1,11,7,10,7
0,0,4,1,15,14,4,16
0,0,12,0,16,22,1,31
1,6,8,2,66,21,1,12
1,5,11,3,9,15,9,3
0,6,12,0,6,0,5,30
0,4,3,1,18,20,1,16
0,1,2,0,21,15,1,13
0,1,5,1,43,7,1,15
1,6,10,3,13,7,2,14
0,0,8,2,6,12,27,20
0,1,8,2,7,5,6,7
0,3,3,1,20,14,4,29
1,5,10,3,66,10,3,27
0,4,8,2,49,5,1,17
0,1,9,3,71,10,1,4
1,1,6,2,13,17,20,5
1,3,2,0,10,9,9,8
0,4,11,3,5,21,17,2
0,0,8,2,25,0,2,6
0,4,7,2,56,22,1,13
1,2,7,2,38,6,2,25
1,2,8,2,2,18,22,1
1,3,11,3,20,5,1,1
0,2,9,3,29,21,1,5
0,4,9,3,4,21,16,7
1,2,1,0,17,7,1,24
1,1,11,3,142,13,1,6
0,5,3,1,8,10,14,31
1,4,6,2,45,15,1,1
1,2,4,1,17,13,3,11
1,1,6,2,15,7,15,26
1,6,5,1,21,18,4,27
1,0,8,2,6,18,27,13
1,3,8,2,32,23,1,9
1,5,7,2,39,14,2,28
1,2,4,1,21,23,1,25
1,4,4,1,14,16,2,6
1,0,12,0,12,12,6,17
1,0,9,3,18,10,7,3
1,6,8,2,10,5,3,12
0,6,4,1,12,17,7,22
0,0,5,1,48,12,1,28
0,5,9,3,24,17,5,22
0,0,4,1,6,7,5,9
0,5,8,2,13,22,15,4
0,6,8,2,53,11,3,26
0,2,10,3,47,16,1,31
0,0,11,3,68,9,2,5
0,6,2,0,3,16,1,4
0,3,1,0,8,11,5,4
0,1,4,1,36,15,3,24
1,4,7,2,9,14,17,20
0,1,1,0,9,17,2,30
0,1,8,2,3,17,5,14
1,0,1,0,11,15,1,22
0,6,6,2,25,15,15,17
1,1,5,1,17,12,3,22
1,1,7,2,17,12,2,31
1,0,11,3,6,23,4,5
1,1,3,1,34,11,1,20
1,5,6,2,7,12,8,9
1,5,11,3,24,12,3,3
1,5,7,2,5,13,28,21
1,5,9,3,22,20,4,15
0,0,9,3,30,15,8,10
1,6,12,0,14,16,6,30
0,3,10,3,13,20,4,25
1,5,9,3,150,21,1,15
0,5,12,0,14,20,6,8
1,0,10,3,40,17,1,15
1,0,8,2,29,19,2,27
0,5,7,2,16,16,29,14
1,1,2,0,22,17,3,13
1,5,6,2,36,20,2,16
0,4,11,3,28,8,3,16
0,2,12,0,22,8,4,5
1,3,6,2,3,12,21,7
0,5,12,0,26,17,1,29
1,2,9,3,2,17,23,26
1,6,1,0,14,0,1,14
0,5,3,1,20,13,1,3
1,4,9,3,59,17,1,14
1,1,9,3,26,18,11,18
0,1,7,2,21,12,6,3
1,6,6,2,35,9,1,17
0,3,12,0,8,6,4,20
0,6,6,2,7,20,22,17
1,1,4,1,2,20,2,3
0,1,5,1,19,14,5,22
1,0,3,1,25,7,1,19
0,2,3,1,15,17,10,21
1,6,7,2,17,8,8,22
1,2,12,0,5,18,6,19
0,6,9,3,13,8,7,2
0,6,8,2,14,10,13,26
1,0,4,1,11,16,14,2
0,5,7,2,15,11,12,21
0,2,5,1,15,19,2,2
0,3,12,0,32,9,1,13
0,4,7,2,4,21,13,6
1,1,5,1,10,23,2,29
0,6,9,3,8,8,11,9
0,2,6,2,5,22,12,27
0,1,8,2,141,23,1,21
1,0,5,1,20,2,1,21
0,1,9,3,18,16,9,4
1,2,7,2,48,18,1,18
0,4,8,2,68,14,1,3
0,0,2,0,24,23,1,19
0,3,12,0,2,4,1,6
1,6,7,2,23,1,3,22
1,4,12,0,8,13,5,21
1,0,10,3,48,13,2,15
1,5,5,1,74,13,1,26
0,0,7,2,63,13,1,30
0,4,12,0,5,9,5,14
1,0,1,0,4,10,3,1
0,4,4,1,2,15,7,20
0,0,1,0,13,4,1,22
0,4,2,0,14,17,2,9
0,0,2,0,4,14,8,26
0,0,4,1,7,7,2,9
0,0,12,0,5,13,24,3
1,4,4,1,12,2,1,13
1,2,12,0,5,5,1,19
1,6,7,2,78,16,2,29
1,5,9,3,41,12,1,22
0,1,4,1,16,6,5,3
0,2,6,2,26,11,4,20
0,4,5,1,84,19,1,18
1,6,1,0,14,11,3,21
0,6,8,2,15,1,2,26
0,2,11,3,2,10,2,21
1,1,7,2,16,10,4,24
1,0,8,2,69,10,1,27
0,6,8,2,6,6,3,5
1,0,9,3,3,23,6,3
1,3,9,3,25,18,9,20
1,5,6,2,18,17,13,30
1,0,7,2,37,19,8,23
0,3,1,0,19,19,3,11
0,5,4,1,18,17,6,28
1,0,10,3,5,23,4,15
0,1,3,1,55,0,1,20
1,3,12,0,8,13,3,20
0,1,10,3,15,21,1,16
1,0,5,1,28,10,4,28
1,0,5,1,16,15,17,7
0,0,4,1,72,11,1,2
1,0,8,2,52,13,2,6
1,1,11,3,19,7,1,20
1,4,4,1,24,12,5,13
1,3,7,2,13,5,3,19
0,4,11,3,25,10,1,16
0,6,9,3,11,0,9,16
0,5,6,2,4,6,15,2
1,2,9,3,53,17,1,12
1,0,9,3,30,7,2,24
1,1,6,2,34,12,1,12
0,2,6,2,15,18,5,13
1,2,4,1,37,21,3,11
1,2,8,2,5,5,10,8
1,2,11,3,10,18,6,21
1,5,11,3,88,13,1,17
1,5,9,3,24,9,3,22
1,5,9,3,10,22,10,1
1,2,11,3,26,7,1,28
0,6,10,3,31,13,1,14
0,1,12,0,3,18,10,4
0,6,6,2,7,10,28,24
0,5,11,3,27,17,2,10
0,0,8,2,5,21,7,27
1,3,11,3,10,6,12,15
1,4,3,1,11,16,17,16
1,2,8,2,145,11,1,22
1,3,11,3,9,7,5,8
1,4,7,2,55,17,1,6
0,1,11,3,14,8,4,6
0,1,9,3,38,15,2,25
0,5,1,0,5,11,1,13
0,2,10,3,25,13,1,31
0,0,5,1,67,11,1,7
1,5,10,3,53,22,1,20
1,6,4,1,2,15,11,29
1,6,8,2,16,7,1,19
1,0,1,0,33,14,1,22
0,5,12,0,21,9,2,15
0,4,6,2,11,5,2,1
1,5,11,3,36,15,1,17
1,5,3,1,33,13,3,31
