rideable_type,member_casual,day_of_week,month,season,trip_duration_mins,hour,day_of_month
1,1,4,6,2,61,17,1
1,1,5,8,2,7,13,25
1,0,0,8,2,105,13,20
1,1,3,3,1,34,7,22
0,0,4,12,0,4,0,21
0,0,2,6,2,45,14,13
0,1,3,5,1,22,19,31
1,1,6,5,1,5,5,6
1,0,3,3,1,13,17,1
0,1,2,8,2,34,18,15
1,0,2,6,2,84,13,27
0,1,0,4,1,60,15,2
0,1,1,3,1,41,14,6
0,1,5,7,2,26,21,7
1,0,2,3,1,6,21,28
0,1,3,1,0,172,18,4
1,0,6,12,0,16,1,30
1,1,1,8,2,10,17,7
0,0,0,9,3,24,16,3
0,0,6,10,3,34,0,28
0,0,4,7,2,8,20,6
0,1,0,4,1,25,18,16
0,0,5,10,3,2,16,27
1,0,0,12,0,3,11,31
1,0,2,7,2,17,21,18
0,0,0,6,2,29,14,18
1,0,4,2,0,9,20,23
1,0,0,9,3,81,15,17
1,0,6,4,1,9,11,15
1,1,5,7,2,20,20,14
1,1,0,5,1,39,17,21
0,1,4,4,1,20,18,13
1,1,1,7,2,66,9,3
0,1,1,8,2,21,6,7
0,1,4,4,1,23,14,13
0,0,5,12,0,3,17,1
0,1,0,4,1,37,2,9
1,1,4,6,2,12,17,29
1,1,1,11,3,36,16,6
1,0,1,6,2,16,16,12
1,1,6,3,1,16,12,18
0,0,6,12,0,2,16,2
1,1,6,9,3,2,15,9
0,0,2,2,0,3,22,21
0,1,1,3,1,27,10,13
1,1,1,1,0,11,21,2
0,0,3,7,2,11,16,12
1,1,0,6,2,26,16,25
1,0,0,2,0,19,16,19
1,1,0,6,2,35,19,18
0,0,1,8,2,13,3,14
1,0,3,4,1,12,15,12
0,1,3,8,2,22,2,16
0,0,1,5,1,36,15,22
0,0,3,7,2,26,15,12
0,0,2,7,2,17,9,4
1,1,3,11,3,24,21,22
1,1,6,12,0,3,16,30
0,0,1,5,1,18,7,22
1,0,1,6,2,8,14,12
0,1,0,9,3,15,12,24
1,1,6,9,3,39,9,2
1,0,0,8,2,42,15,20
0,1,2,7,2,24,13,4
0,0,4,12,0,30,17,14
0,0,5,4,1,36,15,21
1,1,2,2,0,7,14,7
0,1,2,1,0,27,7,24
0,1,3,5,1,29,12,24
1,1,2,5,1,13,6,23
0,1,5,5,1,21,20,26
0,0,1,7,2,45,22,31
1,0,1,7,2,125,18,31
0,0,5,6,2,32,17,2
1,0,1,5,1,55,20,22
0,1,0,5,1,6,18,7
1,0,0,9,3,3,4,17
1,0,6,6,2,108,15,17
1,1,6,4,1,25,15,8
0,1,5,6,2,3,19,9
1,0,5,8,2,93,13,11
1,1,3,6,2,13,18,21
0,1,3,10,3,9,10,18
1,1,3,8,2,40,18,9
0,0,4,6,2,13,14,15
1,1,2,7,2,6,8,25
0,1,5,3,1,3,12,24
0,0,4,6,2,53,23,8
1,0,6,11,3,2,8,11
1,1,3,12,0,8,10,27
1,1,4,3,1,25,17,9
0,0,0,9,3,29,13,17
1,0,0,5,1,112,10,21
1,1,2,7,2,12,7,11
1,0,0,5,1,28,2,21
1,1,4,8,2,17,23,17
1,1,1,6,2,18,16,26
1,1,1,9,3,5,18,4
0,0,1,11,3,35,14,13
0,1,4,1,0,17,7,26
0,1,1,5,1,47,3,8
0,0,1,8,2,44,11,7
0,0,2,7,2,38,22,18
1,0,0,7,2,61,9,16
1,0,4,10,3,10,8,26
1,0,3,4,1,33,22,12
1,0,1,11,3,22,12,13
1,1,0,5,1,114,15,21
1,0,0,5,1,97,19,14
0,0,2,11,3,14,15,21
1,1,3,10,3,27,4,25
1,1,1,11,3,21,6,13
0,1,6,8,2,20,18,26
1,0,0,11,3,30,15,19
1,0,2,5,1,8,8,30
0,1,0,9,3,38,15,3
0,0,6,7,2,27,16,1
1,1,5,5,1,8,5,19
0,0,5,1,0,12,6,20
1,1,3,5,1,7,15,10
0,0,0,5,1,59,18,21
0,1,0,3,1,6,14,19
0,1,0,8,2,3,5,27
0,1,5,7,2,17,18,7
0,1,6,2,0,25,18,25
0,0,0,4,1,37,10,23
1,0,0,9,3,52,6,24
1,1,6,4,1,4,15,8
0,1,5,3,1,21,16,17
1,0,6,3,1,24,20,11
1,0,1,6,2,26,20,19
0,1,6,7,2,21,10,15
1,0,5,4,1,2,11,28
1,1,5,9,3,14,0,1
1,0,1,10,3,99,11,30
0,0,0,7,2,46,18,23
0,1,0,2,0,17,19,19
1,0,2,12,0,18,22,26
1,0,0,12,0,2,0,17
1,1,2,11,3,3,21,7
1,1,2,2,0,25,13,14
1,1,4,5,1,35,17,25
0,1,6,10,3,8,4,7
1,1,3,9,3,2,18,13
1,1,1,8,2,18,0,7
1,1,0,8,2,17,20,27
0,0,0,12,0,3,17,10
0,0,2,6,2,16,7,6
1,1,6,7,2,41,16,22
0,0,5,6,2,27,11,2
0,0,2,5,1,7,23,9
1,1,2,7,2,2,5,25
0,1,3,1,0,9,7,11
1,0,2,1,0,14,6,31
1,0,0,11,3,23,11,12
1,0,0,4,1,5,7,9
1,0,3,7,2,111,17,26
1,0,5,10,3,17,21,6
1,0,1,4,1,11,8,17
0,0,1,9,3,12,1,25
0,0,4,8,2,29,15,3
1,1,0,5,1,138,11,28
0,0,3,8,2,62,11,2
0,0,1,10,3,27,9,2
1,0,2,10,3,117,13,24
0,1,0,4,1,4,17,23
1,1,3,11,3,9,8,1
0,0,1,11,3,18,9,20
0,0,1,6,2,44,14,12
1,1,1,6,2,12,23,12
1,0,0,2,0,6,14,5
1,0,1,9,3,5,22,4
1,0,4,7,2,8,16,27
1,1,2,2,0,44,17,7
1,0,0,9,3,21,15,10
0,0,2,1,0,5,20,10
0,1,4,3,1,27,17,30
0,1,3,1,0,22,7,18
0,1,6,7,2,8,2,22
0,1,0,6,2,36,15,25
1,0,5,1,0,12,8,6
1,1,5,5,1,43,16,26
1,1,5,8,2,22,10,18
1,0,6,9,3,10,0,23
0,1,5,9,3,13,8,8
0,1,4,9,3,45,8,28
0,1,6,6,2,49,21,24
1,0,5,7,2,38,9,21
1,1,0,2,0,19,16,12
0,1,0,10,3,21,12,1
0,1,2,4,1,32,8,18
1,0,0,4,1,16,14,30
1,0,3,9,3,11,17,27
0,1,2,7,2,39,18,4
0,1,2,3,1,4,5,21
1,0,0,9,3,78,12,3
1,1,1,3,1,13,21,27
1,1,2,11,3,23,22,7
1,0,1,5,1,7,20,1
0,1,4,12,0,20,13,21
0,0,4,4,1,6,2,20
1,1,2,10,3,7,8,17
1,0,1,7,2,23,16,24
1,0,4,8,2,6,0,17
1,1,3,8,2,24,22,30
1,1,1,10,3,26,10,23
1,1,3,8,2,54,14,9
0,0,0,4,1,20,1,9
1,1,6,5,1,28,19,27
1,1,4,11,3,45,17,2
0,0,2,6,2,7,11,20
0,0,1,4,1,39,13,3
0,1,4,11,3,6,11,2
1,0,2,11,3,21,8,14
1,1,1,7,2,18,11,24
0,1,3,11,3,5,23,29
1,0,4,6,2,49,14,29
1,1,3,11,3,25,15,1
1,1,3,3,1,34,14,22
1,0,0,4,1,13,13,2
0,1,4,9,3,24,11,21
1,0,0,11,3,21,15,19
1,1,2,1,0,8,9,10
1,0,3,6,2,49,13,7
1,0,1,9,3,21,10,18
1,0,4,10,3,21,18,26
0,1,6,11,3,7,19,25
1,1,5,4,1,6,17,14
1,1,3,3,1,12,17,8
1,1,5,12,0,16,12,15
1,0,3,6,2,5,22,7
1,0,6,10,3,41,17,14
0,0,5,9,3,13,21,22
0,0,2,7,2,53,16,4
1,0,2,8,2,4,21,22
1,0,2,11,3,4,5,7
1,0,5,7,2,5,15,21
1,0,5,10,3,55,16,27
0,0,1,11,3,5,11,6
0,1,1,8,2,9,3,28
1,1,5,9,3,12,12,1
1,1,5,10,3,44,17,27
1,1,0,4,1,30,20,30
0,1,1,9,3,5,3,4
1,1,1,2,0,13,9,27
1,0,6,6,2,50,14,3
1,0,6,6,2,17,15,10
0,0,6,8,2,14,14,12
0,1,0,5,1,132,0,21
1,1,4,9,3,3,2,14
0,1,0,6,2,21,20,4
0,1,4,5,1,13,10,25
0,1,0,11,3,3,0,12
1,1,4,6,2,39,9,15
0,0,0,6,2,50,22,25
1,1,1,2,0,43,18,6
0,0,1,7,2,7,14,17
0,1,1,5,1,8,9,22
0,1,3,7,2,57,19,19
0,0,4,9,3,26,11,7
1,1,1,10,3,15,16,23
0,0,0,7,2,39,9,9
0,1,5,10,3,3,7,13
1,0,1,7,2,13,1,10
1,0,3,7,2,3,22,19
1,1,0,7,2,49,18,16
0,0,0,7,2,30,9,16
0,1,0,10,3,8,17,15
1,1,3,10,3,15,11,18
1,0,3,5,1,100,14,10
0,0,6,8,2,49,11,26
0,1,3,3,1,147,19,22
1,0,2,7,2,19,18,18
1,0,6,8,2,28,10,26
1,0,6,3,1,15,17,25
0,1,6,4,1,18,2,29
1,1,6,8,2,35,22,19
0,1,0,4,1,2,11,9
1,0,2,6,2,11,9,6
0,0,5,6,2,51,17,30
0,0,0,9,3,5,0,24
0,1,3,1,0,9,5,11
1,0,4,8,2,5,23,31
0,1,6,10,3,8,12,21
1,1,6,4,1,3,22,15
1,0,2,4,1,168,14,18
0,0,1,9,3,13,1,11
1,1,5,5,1,4,13,12
1,1,4,6,2,5,13,22
0,1,2,3,1,24,16,7
1,0,1,5,1,9,16,22
1,1,4,6,2,7,15,22
0,1,3,8,2,8,11,9
1,1,6,7,2,41,20,8
0,0,0,10,3,21,14,29
1,1,2,10,3,45,17,3
1,0,2,4,1,27,13,11
1,0,0,10,3,25,17,22
0,0,5,8,2,13,12,4
1,1,5,7,2,28,12,14
0,0,2,2,0,15,17,21
0,1,1,1,0,10,16,30
1,0,5,5,1,33,17,26
0,1,4,5,1,26,7,18
1,0,0,3,1,13,11,12
0,1,2,5,1,34,17,23
0,0,0,10,3,7,23,15
0,0,2,7,2,3,9,25
1,1,3,5,1,4,9,24
1,1,5,9,3,16,18,29
0,0,5,3,1,8,6,31
1,0,1,8,2,30,22,21
1,0,2,7,2,3,9,4
1,1,3,2,0,2,15,1
1,1,2,6,2,27,22,20
0,0,3,10,3,12,13,4
1,1,6,5,1,34,10,20
1,0,2,4,1,11,20,11
1,0,1,5,1,44,15,29
1,1,1,2,0,18,16,6
1,0,4,8,2,40,10,17
0,0,3,5,1,31,11,24
1,1,6,7,2,14,9,15
1,1,5,3,1,37,8,24
0,1,5,7,2,27,15,28
1,0,2,8,2,22,17,8
1,0,5,8,2,128,6,11
0,0,3,3,1,23,11,15
0,1,0,7,2,6,18,30
1,1,6,2,0,6,7,4
1,1,1,7,2,33,14,17
0,0,4,8,2,12,3,10
1,1,2,11,3,19,5,14
0,0,5,8,2,19,18,25
1,0,4,2,0,20,17,16
0,0,6,11,3,11,16,11
0,0,4,6,2,7,0,22
1,1,4,8,2,37,0,3
0,0,6,8,2,27,16,12
1,0,6,6,2,99,17,17
1,1,1,9,3,3,19,11
0,1,5,7,2,10,7,21
1,1,5,6,2,40,20,30
1,1,0,10,3,9,4,29
0,0,0,1,0,10,13,22
1,0,6,7,2,113,18,29
0,1,4,7,2,50,23,20
0,0,6,11,3,19,11,11
0,1,3,9,3,21,14,13
1,0,5,7,2,120,18,14
1,1,6,7,2,48,15,29
0,1,1,7,2,14,19,24
1,1,2,6,2,2,16,6
1,0,1,9,3,61,16,4
0,0,5,9,3,12,5,22
0,0,4,4,1,16,15,6
0,1,4,5,1,123,15,4
0,0,0,11,3,46,13,12
0,1,2,4,1,16,17,18
0,1,0,10,3,39,9,1
0,1,3,8,2,37,7,30
1,1,5,8,2,24,9,25
0,0,2,8,2,36,12,15
1,1,5,3,1,34,15,31
1,1,2,11,3,18,5,14
0,1,2,5,1,67,15,30
0,1,2,7,2,36,19,25
0,1,0,7,2,31,21,16
0,0,4,9,3,26,7,28
1,1,4,6,2,31,8,15
1,0,2,9,3,43,14,12
0,0,4,6,2,3,0,1
0,1,4,8,2,74,13,31
1,1,5,7,2,26,19,21
1,0,4,6,2,13,19,29
1,1,4,10,3,28,13,19
1,0,0,7,2,118,2,16
0,1,5,8,2,16,6,18
1,1,6,7,2,32,9,8
1,1,1,3,1,35,19,6
1,1,5,6,2,51,18,23
0,1,0,12,0,22,21,10
0,0,1,12,0,6,15,25
1,0,2,8,2,9,6,1
1,0,2,11,3,26,18,7
1,0,2,7,2,10,8,11
1,1,0,3,1,10,18,19
1,1,4,12,0,10,20,28
0,0,2,4,1,10,23,11
0,1,0,10,3,7,9,8
1,0,5,6,2,71,7,9
0,0,0,4,1,9,22,30
1,0,1,5,1,55,10,8
0,0,1,8,2,39,19,21
1,0,4,7,2,44,20,20
0,0,2,4,1,5,17,25
1,1,2,10,3,25,9,17
0,0,5,6,2,12,19,16
0,0,2,5,1,37,19,9
0,1,3,6,2,2,21,28
1,0,6,9,3,15,11,23
1,0,2,4,1,29,14,18
1,1,3,4,1,20,8,19
1,0,3,11,3,9,7,1
1,0,1,10,3,28,17,23
1,1,1,8,2,22,6,14
0,1,0,7,2,89,8,16
1,1,4,2,0,19,7,23
0,1,6,2,0,30,16,25
1,1,2,8,2,18,21,8
0,1,1,4,1,8,8,3
0,0,5,5,1,31,18,12
1,1,0,12,0,8,10,31
1,0,1,4,1,77,13,10
1,1,3,12,0,31,14,20
1,0,4,8,2,35,9,31
0,1,0,7,2,25,4,30
0,1,5,6,2,33,8,9
0,0,6,6,2,7,21,17
0,1,5,11,3,14,16,3
0,0,6,11,3,6,19,4
0,1,1,3,1,19,17,27
0,1,1,6,2,12,0,12
0,1,3,11,3,17,15,29
1,0,0,8,2,52,12,27
1,1,6,12,0,55,15,2
1,1,2,8,2,16,14,15
0,1,6,10,3,10,6,21
1,0,6,8,2,31,3,26
1,1,3,11,3,9,18,29
0,1,4,11,3,25,17,16
1,0,4,4,1,13,4,6
1,1,2,4,1,10,5,18
1,1,6,12,0,15,13,2
0,0,6,9,3,41,15,9
1,1,5,8,2,110,18,25
1,0,4,8,2,2,7,24
1,1,4,7,2,15,11,6
1,0,6,12,0,20,20,2
1,1,0,3,1,28,11,19
1,0,0,5,1,23,9,21
1,0,1,6,2,29,2,26
0,1,5,1,0,13,23,20
1,0,5,3,1,7,7,31
0,1,6,9,3,74,11,2
1,0,1,7,2,15,0,3
1,0,4,9,3,6,15,28
1,1,3,5,1,23,17,3
1,1,3,3,1,25,18,8
0,0,4,4,1,21,23,13
1,1,0,9,3,29,15,10
1,0,6,5,1,29,13,13
1,0,3,8,2,11,9,2
0,0,0,1,0,21,21,8
0,1,6,7,2,27,14,29
0,0,1,3,1,10,18,27
0,0,6,3,1,26,20,25
1,0,2,5,1,62,20,23
1,0,1,11,3,4,20,20
0,0,4,1,0,35,13,26
1,0,6,8,2,47,13,26
1,1,1,3,1,16,20,6
1,0,4,6,2,7,21,29
0,0,1,9,3,7,6,25
0,1,4,1,0,7,9,26
0,1,6,7,2,57,18,1
1,1,1,5,1,21,16,8
1,1,1,10,3,25,12,2
1,1,4,4,1,35,19,13
1,0,3,10,3,36,11,11
1,1,0,9,3,43,11,17
1,0,3,1,0,6,19,11
1,1,6,6,2,32,16,10
1,0,6,8,2,56,16,19
0,1,2,1,0,6,2,17
0,1,1,8,2,17,18,14
0,0,0,4,1,13,18,23
1,1,6,12,0,30,16,30
0,1,4,9,3,11,12,7
1,1,1,6,2,35,14,19
0,1,2,12,0,4,11,5
1,0,5,9,3,6,4,22
0,1,3,8,2,22,10,9
1,1,0,4,1,71,12,9
1,0,5,6,2,7,3,9
1,0,6,9,3,20,19,23
1,0,1,7,2,40,14,17
0,1,0,7,2,27,14,16
1,0,5,7,2,51,10,7
1,1,6,10,3,9,12,7
1,0,0,9,3,131,11,24
1,0,2,9,3,40,17,12
0,0,5,12,0,19,14,1
1,1,2,8,2,56,13,22
0,0,2,6,2,37,19,20
1,0,0,9,3,44,12,24
1,1,6,9,3,41,10,2
1,0,6,8,2,14,23,5
0,1,2,2,0,9,16,28
0,0,1,10,3,18,10,2
1,1,3,5,1,40,10,10
1,0,0,10,3,14,22,22
0,0,4,6,2,25,15,15
0,0,0,7,2,3,12,2
1,1,0,5,1,39,19,14
0,0,3,5,1,66,8,31
1,1,3,12,0,2,20,13
1,0,6,7,2,7,23,29
1,0,0,8,2,17,20,13
1,0,6,11,3,17,0,11
0,0,2,2,0,12,23,7
1,1,2,5,1,7,16,9
1,1,2,1,0,8,12,24
1,1,6,7,2,123,20,15
1,0,1,2,0,11,19,13
1,0,5,8,2,58,19,11
0,1,2,2,0,5,20,21
1,1,2,10,3,18,23,17
1,0,0,5,1,20,21,28
0,0,3,11,3,8,16,22
1,1,6,6,2,2,17,24
1,1,3,8,2,25,14,16
0,1,5,11,3,14,19,17
0,1,5,9,3,2,4,29
1,1,1,5,1,3,3,15
0,1,3,8,2,33,0,9
0,1,4,8,2,5,12,24
1,0,0,3,1,75,10,5
0,0,3,8,2,17,16,2
0,1,6,9,3,30,20,2
1,0,5,7,2,51,9,14
1,0,3,8,2,175,10,2
1,0,2,5,1,3,1,30
0,0,6,7,2,56,15,15
1,0,3,10,3,24,8,4
1,0,4,8,2,106,11,3
1,1,5,3,1,40,17,24
0,1,3,6,2,21,11,21
1,1,4,5,1,20,21,11
0,0,0,8,2,10,14,27
1,1,2,7,2,22,20,11
1,0,6,7,2,7,7,15
0,0,6,10,3,22,12,7
0,0,4,4,1,47,15,13
1,1,2,7,2,9,6,11
1,1,0,10,3,2,10,22
1,1,4,12,0,21,12,21
1,1,0,9,3,13,13,10
1,1,4,5,1,14,6,11
0,0,1,2,0,21,18,6
1,0,1,10,3,28,9,2
0,1,0,7,2,18,0,16
0,1,0,12,0,16,14,24
0,1,2,4,1,23,14,11
1,1,4,6,2,10,19,29
0,0,5,11,3,37,17,10
1,1,3,10,3,20,2,4
1,0,2,1,0,5,21,24
1,1,1,6,2,50,9,19
1,1,3,8,2,11,5,9
1,1,3,12,0,28,7,27
0,0,2,10,3,58,14,10
0,1,1,1,0,34,11,30
0,0,6,7,2,48,11,15
0,1,4,12,0,5,0,14
0,1,1,9,3,17,14,25
1,1,3,4,1,27,18,19
1,0,2,7,2,121,9,25
1,0,1,8,2,5,18,14
0,0,6,6,2,80,20,24
1,0,2,12,0,7,23,12
1,0,4,5,1,6,23,11
0,0,0,8,2,68,11,20
1,1,0,2,0,39,12,19
0,1,2,6,2,36,16,27
0,1,6,9,3,17,11,9
0,0,4,3,1,7,14,30
1,0,6,8,2,38,22,19
1,1,6,6,2,2,12,10
1,0,5,8,2,28,19,18
1,0,4,4,1,24,16,13
0,0,3,6,2,35,17,21
1,0,6,8,2,3,5,26
0,1,0,2,0,4,17,19
0,0,2,12,0,12,16,12
0,0,4,10,3,9,17,19
0,0,0,2,0,3,13,5
0,0,2,8,2,33,17,1
1,0,6,5,1,20,19,13
0,0,5,6,2,4,13,30
1,0,2,2,0,33,17,28
1,1,2,12,0,19,7,5
1,1,0,6,2,46,12,4
1,0,1,12,0,22,14,11
1,0,1,2,0,20,11,13
1,1,1,3,1,3,8,27
1,1,6,4,1,28,15,8
1,1,4,2,0,12,21,9
1,0,4,10,3,23,14,19
1,0,4,5,1,95,12,18
0,1,5,12,0,2,0,1
0,1,4,12,0,15,11,21
1,1,5,7,2,14,14,14
1,1,1,9,3,24,15,11
1,0,3,11,3,69,12,15
0,1,0,4,1,22,6,16
1,0,3,7,2,30,21,19
1,0,4,5,1,12,21,18
1,1,2,11,3,24,10,14
1,1,0,12,0,35,11,17
1,1,2,5,1,31,8,9
1,0,2,5,1,26,10,2
0,1,3,4,1,46,11,5
1,0,5,9,3,40,18,1
1,0,5,7,2,15,2,7
1,1,4,6,2,16,13,1
1,1,6,9,3,63,12,23
1,0,5,5,1,90,22,19
1,1,1,11,3,30,9,13
1,0,1,1,0,4,12,9
1,0,1,1,0,12,14,9
1,1,3,7,2,3,17,12
0,1,1,11,3,26,18,13
1,1,1,10,3,38,13,30
0,1,6,5,1,125,18,27
0,1,0,5,1,19,21,14
0,0,1,5,1,53,10,15
1,0,4,5,1,8,8,25
0,0,4,8,2,15,15,24
0,0,2,8,2,10,16,22
0,1,2,3,1,13,16,7
1,1,6,1,0,30,15,21
1,0,6,6,2,104,13,3
0,1,5,6,2,32,23,9
1,0,2,7,2,6,16,4
1,0,2,5,1,79,18,9
0,1,3,8,2,20,17,30
1,0,0,10,3,73,14,15
1,0,4,6,2,22,9,29
1,1,3,5,1,20,13,31
1,0,5,1,0,27,9,13
1,0,5,11,3,18,14,24
0,0,5,6,2,33,12,23
1,0,6,3,1,10,22,18
1,1,6,6,2,10,16,17
1,0,6,8,2,39,9,5
0,0,5,5,1,126,14,26
1,0,0,10,3,20,21,1
0,1,6,10,3,6,22,14
1,1,0,9,3,5,4,3
0,1,1,8,2,2,6,14
0,0,6,5,1,19,9,13
1,0,6,8,2,15,9,5
1,0,1,6,2,34,19,19
0,0,0,3,1,3,14,26
1,0,0,8,2,121,12,20
0,1,4,7,2,27,13,6
0,1,3,8,2,36,14,9
0,1,3,11,3,22,7,22
0,0,5,9,3,36,23,22
1,1,3,2,0,10,7,1
1,1,0,9,3,10,12,3
0,1,6,12,0,14,11,2
1,0,4,6,2,30,17,1
1,0,6,6,2,4,13,3
0,0,1,4,1,7,6,10
0,0,6,10,3,5,21,7
0,0,5,1,0,4,4,27
1,0,4,4,1,3,19,20
1,0,6,9,3,12,4,23
0,0,1,9,3,7,15,11
0,1,2,7,2,26,19,4
1,1,5,7,2,19,21,14
0,1,5,9,3,22,14,29
0,1,0,12,0,10,22,3
0,1,6,6,2,5,7,24
1,0,6,5,1,9,15,6
0,1,0,6,2,43,13,4
0,1,6,10,3,14,12,28
1,0,0,4,1,12,20,9
0,1,3,10,3,23,7,4
0,1,6,10,3,15,20,7
0,1,3,7,2,42,7,5
0,1,0,5,1,31,10,7
0,0,2,11,3,41,16,14
1,0,6,8,2,71,12,12
0,0,3,7,2,57,11,5
0,1,5,4,1,34,11,7
1,1,1,5,1,42,15,1
1,0,1,8,2,16,17,28
1,0,0,10,3,11,8,22
1,1,6,7,2,41,11,22
0,1,3,8,2,126,11,2
0,1,0,7,2,16,5,30
1,1,0,2,0,2,9,19
1,0,4,6,2,54,12,15
1,0,3,8,2,21,18,16
1,1,1,3,1,46,16,20
0,1,0,4,1,20,11,9
0,0,4,8,2,8,23,31
0,1,5,9,3,16,8,8
0,1,4,9,3,28,20,21
1,1,4,7,2,3,15,27
1,0,5,5,1,20,17,26
0,1,0,9,3,41,15,10
1,0,1,10,3,24,12,2
0,0,6,10,3,17,23,7
0,1,6,1,0,40,0,28
1,0,5,9,3,122,17,1
0,0,5,3,1,15,8,17
0,1,2,8,2,14,11,15
0,0,0,1,0,8,19,22
1,1,5,9,3,10,20,15
1,1,6,2,0,6,20,11
0,0,0,7,2,14,10,9
0,0,5,12,0,5,15,15
0,0,1,2,0,3,22,27
1,0,4,9,3,9,15,7
1,0,1,12,0,134,12,18
1,0,4,3,1,5,8,16
0,1,3,7,2,6,6,26
1,1,4,8,2,4,14,17
0,1,4,10,3,24,7,12
1,1,3,1,0,40,8,18
1,1,3,9,3,30,6,13
1,0,2,1,0,10,8,31
1,0,6,5,1,33,11,6
0,1,5,10,3,26,18,20
0,0,0,6,2,20,14,25
0,0,3,2,0,29,18,8
0,1,0,7,2,2,4,16
0,0,2,2,0,3,23,21
1,0,2,6,2,93,11,6
0,1,4,5,1,9,4,25
1,1,3,6,2,8,19,21
1,0,5,6,2,47,18,16
1,1,2,4,1,12,6,4
1,1,6,11,3,36,14,4
0,1,3,4,1,7,21,5
0,1,5,7,2,16,14,21
1,0,5,10,3,9,18,20
0,1,0,4,1,18,9,16
1,0,2,4,1,30,18,25
0,0,0,11,3,18,13,5
0,0,3,6,2,19,12,7
0,1,4,3,1,21,10,9
1,1,3,1,0,42,17,4
0,0,0,4,1,10,10,2
0,0,5,10,3,19,12,27
1,1,4,8,2,24,10,24
1,1,2,1,0,37,20,24
0,0,4,8,2,17,17,31
0,0,2,6,2,67,17,20
1,1,2,10,3,10,11,10
0,1,1,10,3,12,9,9
1,0,5,8,2,60,11,11
0,1,2,2,0,11,22,28
0,0,4,5,1,66,22,11
0,1,5,8,2,24,1,4
1,0,6,12,0,14,18,2
1,1,4,1,0,30,16,5
1,1,3,5,1,17,15,17
0,0,6,11,3,37,21,11
0,0,5,11,3,17,10,3
0,1,4,4,1,6,11,6
1,0,5,7,2,16,23,14
0,0,2,8,2,50,16,8
0,0,1,7,2,6,8,10
0,1,4,12,0,21,18,28
0,0,0,9,3,30,13,17
0,0,2,4,1,17,22,18
0,1,6,8,2,31,17,26
0,1,4,7,2,33,11,13
1,1,4,8,2,29,19,24
1,1,3,10,3,41,10,4
1,0,4,6,2,92,19,15
1,1,4,3,1,12,16,30
0,0,0,9,3,28,9,24
0,1,2,8,2,16,21,22
0,0,6,4,1,43,17,29
0,0,0,8,2,72,16,27
0,1,2,8,2,44,17,8
0,0,5,11,3,29,20,3
1,0,4,8,2,12,11,24
1,0,0,4,1,7,23,2
0,1,6,9,3,13,6,9
1,1,6,12,0,13,12,9
0,0,6,5,1,39,18,27
1,1,6,6,2,65,11,17
0,1,6,9,3,11,7,2
1,0,0,7,2,11,11,9
0,1,1,6,2,35,11,19
1,0,2,6,2,18,9,6
1,1,4,3,1,18,12,9
0,1,4,3,1,24,8,9
0,1,3,3,1,26,17,8
0,1,3,1,0,6,21,11
0,0,0,8,2,22,17,27
0,0,3,8,2,8,15,2
1,1,3,4,1,16,11,26
0,1,1,1,0,24,20,2
1,1,1,8,2,18,7,28
0,1,1,8,2,50,21,28
1,1,2,6,2,22,14,13
1,0,5,9,3,30,18,22
1,1,4,10,3,15,1,19
0,0,5,6,2,7,13,16
1,0,5,10,3,9,1,27
0,0,6,7,2,16,1,8
0,0,5,6,2,137,16,16
0,1,5,11,3,31,9,17
1,1,0,8,2,5,18,27
1,1,1,2,0,4,23,27
1,0,0,4,1,99,10,9
1,0,5,12,0,92,14,15
1,1,0,1,0,14,12,29
1,0,2,7,2,45,18,18
1,0,5,3,1,3,10,31
1,1,0,12,0,45,9,10
0,1,5,7,2,6,15,14
1,1,0,11,3,23,3,19
1,1,2,4,1,4,21,11
1,1,0,8,2,47,11,6
0,1,4,3,1,5,9,23
1,0,1,11,3,53,7,13
0,0,0,6,2,33,10,25
0,0,6,4,1,17,13,29
1,1,0,11,3,30,16,12
0,1,2,5,1,39,11,16
0,0,0,3,1,18,15,5
1,1,1,6,2,24,9,19
0,0,6,4,1,37,19,8
0,0,5,6,2,11,0,9
1,0,6,9,3,21,23,30
1,1,2,2,0,15,15,28
1,0,1,7,2,7,11,10
1,0,6,8,2,20,2,26
1,0,5,8,2,124,14,25
0,1,3,10,3,40,16,4
0,0,3,9,3,16,23,6
0,0,1,1,0,24,18,2
1,0,3,9,3,8,2,6
0,1,6,5,1,16,21,6
1,0,4,1,0,31,21,5
1,0,0,11,3,5,23,19
1,1,4,1,0,11,13,26
1,1,3,8,2,55,9,30
1,0,6,12,0,10,10,30
0,1,1,7,2,2,8,31
1,0,4,5,1,17,8,25
0,0,5,7,2,38,6,14
0,1,3,3,1,14,14,22
0,1,5,4,1,27,19,28
1,1,4,4,1,26,19,13
0,1,6,9,3,9,9,23
1,0,1,5,1,42,16,15
0,0,1,6,2,37,9,5
1,0,4,12,0,4,7,7
1,0,0,6,2,4,0,18
1,1,4,4,1,127,8,20
0,0,0,5,1,10,17,28
1,1,1,5,1,11,21,1
0,0,6,6,2,27,12,17
0,0,5,3,1,21,12,24
0,1,0,6,2,35,22,25
0,1,1,9,3,14,10,4
0,0,0,11,3,20,8,5
0,1,5,9,3,70,17,29
0,0,4,3,1,7,16,9
0,0,0,7,2,3,8,16
0,0,4,8,2,18,18,31
0,0,5,6,2,15,12,9
